case_id,round,company,subject_table,subject_id,metric_key,flag_code,severity,status,value_raw,value_normalized,alternative_value,source_page,source_box_label,evidence,resolution_note
s1_outline_173,1次,中央紙通商株式会社,cases,s1_outline_173,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_173_sales_01:group; s1_outline_173_sales_02:applicant,代表系列=s1_outline_173_sales_02
s1_outline_174,1次,株式会社Ｐｌａｎ・Ｄｏ・Ｓｅｅ琉球,cases,s1_outline_174,,COST_TEXT_NUMERIC_MISMATCH,critical,unresolved,,5050.0,subsidy=1680.0; project_cost=3900.0; subsidy=420.0,4,,詳細内訳頁は合計50.5億円（補助金額16.8億円）。概要頁は事業費39億円（補助額4.2億円）で不整合。,本文・Box候補と代表値を併存。分析前にcost_amount_candidates.csvで確認
s1_outline_174,1次,株式会社Ｐｌａｎ・Ｄｏ・Ｓｅｅ琉球,sales_series,s1_outline_174_sales_02,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,104,,increase_rate / target_base_ratio / cagr,1,,Plan・Do・See：2029年3月期迄に売上高成長率104%、増加額40億円。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_174,1次,株式会社Ｐｌａｎ・Ｄｏ・Ｓｅｅ琉球,cases,s1_outline_174,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s1_outline_174_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s1_outline_174,1次,株式会社Ｐｌａｎ・Ｄｏ・Ｓｅｅ琉球,cases,s1_outline_174,,MIXED_ENTITY_METRICS,warning,unresolved,,,,,,"affiliate, applicant",
s1_outline_174,1次,株式会社Ｐｌａｎ・Ｄｏ・Ｓｅｅ琉球,cases,s1_outline_174,,MULTIPLE_COST_VALUES_PRESENT,warning,open_context_check,,,,,,"subsidy:[420.0, 1680.0]",総投資額・補助対象経費・内訳の概念差を確認
s1_outline_174,1次,株式会社Ｐｌａｎ・Ｄｏ・Ｓｅｅ琉球,cases,s1_outline_174,,MULTIPLE_SALES_SERIES,warning,unresolved,,2,,,,s1_outline_174_sales_01:applicant; s1_outline_174_sales_02:affiliate,代表系列=s1_outline_174_sales_01
s1_outline_177,1次,さいほく鉄工株式会社,sales_series,s1_outline_177_sales_02,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,349.69,,increase_rate / target_base_ratio / cagr,1,,2033年までの売上高成長率連結349.69%、増加額58.4億円。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_177,1次,さいほく鉄工株式会社,cases,s1_outline_177,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, group",
s1_outline_177,1次,さいほく鉄工株式会社,cases,s1_outline_177,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_177_sales_01:applicant; s1_outline_177_sales_02:group,代表系列=s1_outline_177_sales_01
s1_outline_19,1次,株式会社XEN GROUP,sales_series,s1_outline_19_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,308,,increase_rate / target_base_ratio / cagr,1,,会社全体：2022年度→2029年度までの売上高成長率308%、売上高増加額28億円。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_19,1次,株式会社XEN GROUP,sales_series,s1_outline_19_sales_02,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,3600,,increase_rate / target_base_ratio / cagr,1,,補助事業：2022年度→2029年度までの売上高成長率3600%、売上高増加額64億円。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_19,1次,株式会社XEN GROUP,cases,s1_outline_19,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, project",
s1_outline_19,1次,株式会社XEN GROUP,cases,s1_outline_19,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_19_sales_01:applicant; s1_outline_19_sales_02:project,代表系列=s1_outline_19_sales_01
s1_outline_2,1次,株式会社アイ・テック,cases,s1_outline_2,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s1_outline_2_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s1_outline_2,1次,株式会社アイ・テック,cases,s1_outline_2,,MULTIPLE_COST_VALUES_PRESENT,warning,open_context_check,,,,,,"project_cost:[740.0, 7419.1]",総投資額・補助対象経費・内訳の概念差を確認
s1_outline_20,1次,エスティケイテクノロジー株式会社,sales_series,s1_outline_20_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,4,,increase_rate / target_base_ratio / cagr,1,,2029年3月期までの目標：会社全体 売上高成長率4.0%、売上高増加額45億円。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_20,1次,エスティケイテクノロジー株式会社,sales_series,s1_outline_20_sales_02,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,5.6,,increase_rate / target_base_ratio / cagr,1,,2029年3月期までの目標：補助事業 売上高成長率5.6%、売上高増加額19億円。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_20,1次,エスティケイテクノロジー株式会社,cases,s1_outline_20,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, project",
s1_outline_20,1次,エスティケイテクノロジー株式会社,cases,s1_outline_20,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_20_sales_01:applicant; s1_outline_20_sales_02:project,代表系列=s1_outline_20_sales_01
s1_outline_23,1次,株式会社ジェーイーエル,cases,s1_outline_23,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s1_outline_23_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s1_outline_23,1次,株式会社ジェーイーエル,cases,s1_outline_23,,MIXED_ENTITY_METRICS,warning,unresolved,,,,,,"applicant, project",
s1_outline_23,1次,株式会社ジェーイーエル,cases,s1_outline_23,,MULTIPLE_SALES_SERIES,warning,unresolved,,2,,,,s1_outline_23_sales_01:applicant; s1_outline_23_sales_02:project,代表系列=s1_outline_23_sales_01
s1_outline_24,1次,株式会社フジキン,cases,s1_outline_24,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, group",
s1_outline_24,1次,株式会社フジキン,cases,s1_outline_24,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s1_outline_24,1次,株式会社フジキン,cases,s1_outline_24,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_24_sales_01:group; s1_outline_24_sales_02:applicant,代表系列=s1_outline_24_sales_02
s1_outline_25,1次,日本リファイン株式会社,cases,s1_outline_25,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, group",
s1_outline_25,1次,日本リファイン株式会社,cases,s1_outline_25,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_25_sales_01:group; s1_outline_25_sales_02:applicant,代表系列=s1_outline_25_sales_02
s1_outline_29,1次,株式会社三和テスコ,cases,s1_outline_29,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s1_outline_29_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s1_outline_29,1次,株式会社三和テスコ,cases,s1_outline_29,,MIXED_ENTITY_METRICS,warning,unresolved,,,,,,"applicant, project",
s1_outline_29,1次,株式会社三和テスコ,cases,s1_outline_29,,MULTIPLE_SALES_SERIES,warning,unresolved,,3,,,,s1_outline_29_sales_01:applicant; s1_outline_29_sales_02:project; s1_outline_29_sales_03:project,代表系列=s1_outline_29_sales_01
s1_outline_3,1次,株式会社堀場エステック,cases,s1_outline_3,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, group",
s1_outline_3,1次,株式会社堀場エステック,cases,s1_outline_3,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_3_sales_01:group; s1_outline_3_sales_02:applicant,代表系列=s1_outline_3_sales_02
s1_outline_30,1次,株式会社メイドー,cases,s1_outline_30,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s1_outline_31,1次,鎌長製衡株式会社,cases,s1_outline_31,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, existing_business",
s1_outline_31,1次,鎌長製衡株式会社,cases,s1_outline_31,,MULTIPLE_SALES_SERIES,warning,resolved,,3,,,,s1_outline_31_sales_01:applicant; s1_outline_31_sales_02:existing_business; s1_outline_31_sales_03:existing_business,代表系列=s1_outline_31_sales_01
s1_outline_32,1次,オリヒロエンジニアリング株式会社,metrics,employee_pay,employee_pay,RATE_ARITHMETIC_MISMATCH,critical,unresolved,4.51,,3.3326,2,目標値,521→594、年平均+4.51%,PDF記載率と基準値・目標値・期間からの計算率が1ポイント超相違
s1_outline_32,1次,オリヒロエンジニアリング株式会社,metrics,labor,labor,RATE_ARITHMETIC_MISMATCH,critical,unresolved,21,,15.363,2,目標値,"1,097→1,943、年平均+21.0%",PDF記載率と基準値・目標値・期間からの計算率が1ポイント超相違
s1_outline_32,1次,オリヒロエンジニアリング株式会社,cases,s1_outline_32,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, group",
s1_outline_32,1次,オリヒロエンジニアリング株式会社,cases,s1_outline_32,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s1_outline_32,1次,オリヒロエンジニアリング株式会社,cases,s1_outline_32,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_32_sales_01:applicant; s1_outline_32_sales_02:group,代表系列=s1_outline_32_sales_01
s1_outline_33,1次,株式会社石井機械製作所,sales_series,s1_outline_33_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,140,,increase_rate / target_base_ratio / cagr,1,,2025年をリスタート年度として売上高成長率140%、2033年までに増加額3.0億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_34,1次,株式会社柴田合成,cases,s1_outline_34,,COST_TEXT_NUMERIC_ROUNDING_DIFFERENCE,warning,resolved_with_tolerance,,1894.0,project_cost=1889.9999999999998; project_cost=1900.0; subsidy=520.0,2,,3年間の補助対象事業費18.9億円、概要欄の事業費19億円・補助額5.2億円,差は代表値の1%または50百万円以内。丸め・精度差として保持
s1_outline_34,1次,株式会社柴田合成,cases,s1_outline_34,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, project",
s1_outline_34,1次,株式会社柴田合成,cases,s1_outline_34,,MULTIPLE_COST_VALUES_PRESENT,warning,open_context_check,,,,,,"project_cost:[1890.0, 1900.0]",総投資額・補助対象経費・内訳の概念差を確認
s1_outline_34,1次,株式会社柴田合成,cases,s1_outline_34,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_34_sales_01:applicant; s1_outline_34_sales_02:project,代表系列=s1_outline_34_sales_01
s1_outline_35,1次,イグス株式会社,cases,s1_outline_35,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s1_outline_37,1次,大日工業株式会社,cases,s1_outline_37,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s1_outline_38,1次,テラル株式会社,cases,s1_outline_38,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, group",
s1_outline_38,1次,テラル株式会社,cases,s1_outline_38,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s1_outline_38,1次,テラル株式会社,cases,s1_outline_38,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_38_sales_01:applicant; s1_outline_38_sales_02:group,代表系列=s1_outline_38_sales_01
s1_outline_4,1次,株式会社インターオフィス,sales_series,s1_outline_4_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,161.5,,increase_rate / target_base_ratio / cagr,1,,2023年8月期までに会社全体の売上高成長率（直近決算比）161.5%、売上高増加額（直近決算比）49.3億円。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_4,1次,株式会社インターオフィス,cases,s1_outline_4,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s1_outline_4_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s1_outline_41,1次,株式会社ビッグハウス,sales_series,s1_outline_41_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,161,,increase_rate / target_base_ratio / cagr,1,,2023年：8億⇒2029年：22億へ。2029年までの会社全体の売上高成長率161%、売上高増加額14億円。丸め値同士では算術が一致しないため原文値を保持。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_42,1次,株式会社山田ドビー,sales_series,s1_outline_42_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,82.3,,increase_rate / target_base_ratio / cagr,1,,2029年までの会社全体の売上高成長率82.3%、売上高増加額77.9億円。基準売上・目標売上の絶対値はページに記載なし。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_45,1次,山本ビニター株式会社,sales_series,s1_outline_45_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,160,,increase_rate / target_base_ratio / cagr,1,,2030年までに会社全体の売上高成長率160%、売上高増加額25億円。本文には2034年に売上高100億円との中期目標も記載。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_46,1次,株式会社アイスコ,sales_series,s1_outline_46_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,122,,increase_rate / target_base_ratio / cagr,1,,"2030年3月期までの会社全体のKGI：売上1,000億円、営業利益25億円、売上高成長率122%、増加額551億円（直近期末比）。基準売上449億円は直接記載されず逆算値のため確定値にしない。",記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_46,1次,株式会社アイスコ,sales_series,s1_outline_46_sales_01,sales,PERIOD_AMBIGUOUS,warning,unresolved,直近期末比 -> 2030年3月期, -> 2030,,1,,"2030年3月期までの会社全体のKGI：売上1,000億円、営業利益25億円、売上高成長率122%、増加額551億円（直近期末比）。基準売上449億円は直接記載されず逆算値のため確定値にしない。",
s1_outline_47,1次,ポーライト株式会社,sales_series,s1_outline_47_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,66,,increase_rate / target_base_ratio / cagr,1,,28年までの会社全体の売上高成長率66%（22年比）、売上高増加額82億円（22年比）。絶対売上高は記載なし。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_49,1次,株式会社ＡＫシステム,cases,s1_outline_49,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s1_outline_5,1次,大森機械工業株式会社,cases,s1_outline_5,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, group",
s1_outline_5,1次,大森機械工業株式会社,cases,s1_outline_5,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_5_sales_01:group; s1_outline_5_sales_02:applicant,代表系列=s1_outline_5_sales_02
s1_outline_50,1次,株式会社松尾製作所,cases,s1_outline_50,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, group",
s1_outline_50,1次,株式会社松尾製作所,cases,s1_outline_50,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_50_sales_01:group; s1_outline_50_sales_02:applicant,代表系列=s1_outline_50_sales_02
s1_outline_51,1次,株式会社西部技研,cases,s1_outline_51,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s1_outline_51_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s1_outline_51,1次,株式会社西部技研,cases,s1_outline_51,,MIXED_ENTITY_METRICS,warning,unresolved,,,,,,"applicant, group",
