case_id,round,company,series_id,series_label,scope,entity_relation,is_primary,is_reported_primary,is_applicant_representative,series_role,representative_reason,baseline_period_label,baseline_year,baseline_month,baseline_year_before_correction,baseline_year_after_correction,baseline_month_before_correction,baseline_month_after_correction,baseline_year_correction_method,baseline_year_correction_confidence,baseline_period_type,baseline_year_status,baseline_sales_oku,target_period_label,target_year,target_month,target_year_before_correction,target_year_after_correction,target_month_before_correction,target_month_after_correction,target_year_correction_method,target_year_correction_confidence,target_period_type,target_year_status,target_sales_oku,increase_oku,growth_rate_pct,cagr_pct,stated_rate_pct,growth_rate_definition,rate_type,extraction_method,confidence,review_required,arithmetic_status,page,raw_fragment,pdf_url
s1_outline_34,1次,株式会社柴田合成,s1_outline_34_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2023年度,2023,,2023,2023,,,existing_normalized_year,high,manual_label,existing_normalized_year,95,2028年度,2028,,2028,2028,,,existing_normalized_year,high,manual_label,existing_normalized_year,150,55,57,,57,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,整合,1,2023年度95億円→2028年度150億円、増加55億円、成長率+57%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_34.pdf
s1_outline_34,1次,株式会社柴田合成,s1_outline_34_sales_02,容器事業,補助事業,project,false,false,false,その他系列,,2023年度,2023,,2023,2023,,,existing_normalized_year,high,manual_label,existing_normalized_year,5,2028年度,2028,,2028,2028,,,existing_normalized_year,high,manual_label,existing_normalized_year,50,45,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,整合,1,容器事業2023年度5億円→2028年度50億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_34.pdf
s1_outline_35,1次,イグス株式会社,s1_outline_35_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2023年度,2023,,2023,2023,,,existing_normalized_year,high,manual_label,existing_normalized_year,,2029年,2029,,2029,2029,,,existing_normalized_year,high,manual_label,existing_normalized_year,,47.3,81.6,,81.6,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,未判定,1,2029年までの売上高成長率81.6%（2023年度比）、増加額47.3億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_35.pdf
s1_outline_36,1次,株式会社廣澤精機製作所,s1_outline_36_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,34.6,12,,12,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,未判定,1,2030年までの売上高成長率12%、増加額34.6億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_36.pdf
s1_outline_37,1次,大日工業株式会社,s1_outline_37_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2023年9月期,2023,9,2023,2023,9,9,existing_normalized_year,high,manual_label,existing_normalized_year,,2028年9月期,2028,9,2028,2028,9,9,existing_normalized_year,high,manual_label,existing_normalized_year,,10,27.7,,27.7,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,未判定,1,2023年9月期～2028年9月期、成長率27.7%、増加額10億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_37.pdf
s1_outline_38,1次,テラル株式会社,s1_outline_38_sales_01,会社全体・単体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,261,179,,179,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2030年まで単体成長率179%、増加額261億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_38.pdf
s1_outline_38,1次,テラル株式会社,s1_outline_38_sales_02,会社全体・連結,グループ,group,false,false,false,その他系列,,,,,,,,,missing,low,missing,記載なし,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,1000,553,224,,224,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,"2030年まで連結成長率224%、増加額553億円。TERAL VISION 2030は連結売上高1,000億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_38.pdf
s1_outline_39,1次,株式会社ハウゼコ,s1_outline_39_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年,2024,,2024,2024,,,existing_normalized_year,high,manual_label,existing_normalized_year,46,2029年1月期,2029,1,2029,2029,1,1,existing_normalized_year,high,manual_label,existing_normalized_year,66,20,43,,43,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,整合,1,2024年46億円→2029年1月期66億円、増加20億円、成長率43%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_39.pdf
s1_outline_40,1次,千代田鋼鉄工業株式会社,s1_outline_40_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年,2024,,2024,2024,,,existing_normalized_year,high,manual_label,existing_normalized_year,,2029年,2029,,2029,2029,,,existing_normalized_year,high,manual_label,existing_normalized_year,,57.49,16.6,,16.6,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,未判定,1,"2024年～2029年の5年間、売上高成長率16.6%、増加額5,749百万円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_40.pdf
s1_outline_41,1次,株式会社ビッグハウス,s1_outline_41_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2023年,2023,,2023,2023,,,existing_normalized_year,high,manual_label,existing_normalized_year,8,2029年,2029,,2029,2029,,,existing_normalized_year,high,manual_label,existing_normalized_year,22,14,161,,161,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,整合,1,2023年：8億⇒2029年：22億へ。2029年までの会社全体の売上高成長率161%、売上高増加額14億円。丸め値同士では算術が一致しないため原文値を保持。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_41.pdf
s1_outline_42,1次,株式会社山田ドビー,s1_outline_42_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2029年,2029,,2029,2029,,,existing_normalized_year,high,manual_label,existing_normalized_year,,77.9,82.3,,82.3,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2029年までの会社全体の売上高成長率82.3%、売上高増加額77.9億円。基準売上・目標売上の絶対値はページに記載なし。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_42.pdf
s1_outline_43,1次,丸井産業株式会社,s1_outline_43_sales_01,会社全体売上高,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2022年,2022,,2022,2022,,,existing_normalized_year,high,manual_label,existing_normalized_year,599,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,1032,433,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,整合,1,"2030年度までに売上高1,000億円を達成。棒グラフは2022年599、2023年643、2024年688、2025年736、2026年788、2027年843、2028年902、2029年965、2030年1,032（億円）。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_43.pdf
s1_outline_45,1次,山本ビニター株式会社,s1_outline_45_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,25,160,,160,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2030年までに会社全体の売上高成長率160%、売上高増加額25億円。本文には2034年に売上高100億円との中期目標も記載。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_45.pdf
s1_outline_46,1次,株式会社アイスコ,s1_outline_46_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,直近期末比,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2030年3月期,2030,3,2030,2030,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,1000,551,122,,122,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,"2030年3月期までの会社全体のKGI：売上1,000億円、営業利益25億円、売上高成長率122%、増加額551億円（直近期末比）。基準売上449億円は直接記載されず逆算値のため確定値にしない。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_46.pdf
s1_outline_47,1次,ポーライト株式会社,s1_outline_47_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2022年比,2022,,2022,2022,,,existing_normalized_year,high,manual_label,existing_normalized_year,,2028年,2028,,2028,2028,,,existing_normalized_year,high,manual_label,existing_normalized_year,,82,66,,66,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,28年までの会社全体の売上高成長率66%（22年比）、売上高増加額82億円（22年比）。絶対売上高は記載なし。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_47.pdf
s1_outline_48,1次,SINGS株式会社,s1_outline_48_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年1月期,2024,1,2024,2024,1,1,existing_normalized_year,high,manual_label,existing_normalized_year,33,2034年,2034,,2034,2034,,,existing_normalized_year,high,manual_label,existing_normalized_year,,49,248,,248,target_base_ratio,target_base_ratio,ai_visual_manual_audit,high,false,未判定,1,2034年までに会社全体の売上高成長率248%、売上高増加額49億円（2024年1月期売上高33億円）。33+49=82億円かつ82/33≈248%だが、目標売上高82億円自体は直接記載されない。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_48.pdf
s1_outline_49,1次,株式会社ＡＫシステム,s1_outline_49_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2023年3月期実績,2023,3,2023,2023,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,21.9,2029年3月期計画,2029,3,2029,2029,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,40,18.1,182.6,,182.6,target_base_ratio,target_base_ratio,ai_visual_manual_audit,high,false,整合,1,現在2023年3月期実績21.9億円、目指す姿2029年3月期計画40.0億円、売上高成長率182.6%、増加額18.1億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_49.pdf
s1_outline_50,1次,株式会社松尾製作所,s1_outline_50_sales_01,連結（本社、海外）,グループ,group,true,true,false,PDF主系列,,,,,,,,,missing,low,missing,記載なし,,2030年まで,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,370,,8.5,8.5,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,【連結（本社、海外）】'30年までの会社全体の売上高年平均成長率8.5%、売上高増加額370億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_50.pdf
s1_outline_50,1次,株式会社松尾製作所,s1_outline_50_sales_02,単独（松尾本社）,申請企業,applicant,false,false,true,申請企業代表,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年まで,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,188,,6.3,6.3,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,【単独】'30年までの松尾本社の売上高年平均成長率6.3%、売上高増加額188億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_50.pdf
s1_outline_51,1次,株式会社西部技研,s1_outline_51_sales_01,単体,申請企業,applicant,false,false,true,申請企業代表,AI画像目視で申請企業系列と確認,2023年実績対比,2023,,2023,2023,,,existing_normalized_year,high,manual_label,existing_normalized_year,,2030年まで,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,99,,8,8,cagr,cagr,ai_visual_manual_audit,medium,true,未判定,1,2023年実績対比、2030年までの全体の売上高成長率（単体）8.0%、売上高増加額（単体）99億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_51.pdf
s1_outline_51,1次,株式会社西部技研,s1_outline_51_sales_02,連結,グループ,group,true,true,false,PDF主系列,,2023年実績対比,2023,,2023,2023,,,existing_normalized_year,high,manual_label,existing_normalized_year,,2030年まで,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,263,,9.7,9.7,cagr,cagr,ai_visual_manual_audit,medium,true,未判定,1,2023年実績対比、2030年までの全体の売上高成長率（連結）9.7%、売上高増加額（連結）263億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_51.pdf
s1_outline_52,1次,株式会社平島,s1_outline_52_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年まで,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,45,139,,139,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2030年までの会社全体の売上高成長率139%、売上高増加額45億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_52.pdf
s1_outline_52,1次,株式会社平島,s1_outline_52_sales_02,製品製造・販売事業,申請企業,applicant,false,false,false,その他系列,,,,,,,,,missing,low,missing,記載なし,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,109,,49.3,,49.3,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2030年売上目標（売上比率）：製品製造・販売事業109.0億円（+49.3%）。括弧率の意味は明確でない。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_52.pdf
s1_outline_52,1次,株式会社平島,s1_outline_52_sales_03,施工・研究開発事業,申請企業,applicant,false,false,false,その他系列,,,,,,,,,missing,low,missing,記載なし,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,8.1,,6.1,,6.1,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2030年売上目標（売上比率）：施工・研究開発事業8.1億円（+6.1%）。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_52.pdf
